feature,importance,importance_share,mechanism_group,feature_type,null_type,regime,split_id,model,method
ce_over_sa,0.0022702345572812,0.000778113058979,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_permutation
cd_x_ph,0.0327227843973607,0.0112155925845104,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_permutation
cd_x_ce_log,0.0130657111988049,0.0044782159077053,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_permutation
cd_x_sa_log,0.0272407261532354,0.0093366408717208,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_permutation
cr_x_ph,0.0001331176868314,4.562551044446161e-05,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_permutation
cr_x_ce_log,0.1716660038081555,0.0588377790821059,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_permutation
cr_x_sa_log,0.0035497526103818,0.001216662328315,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_permutation
hg_x_ph,0.0001248213326523,4.278197099256804e-05,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_permutation
hg_x_ce_log,0.3267876906020789,0.1120050651839269,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_permutation
hg_x_sa_log,0.0,0.0,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_permutation
aged_x_fg_any,0.0,0.0,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_permutation
aged_x_fg_complexing,0.1549213753149899,0.0530986302102429,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_permutation
ret_ps_x_fg_any,0.0019404435252121,0.0006650786115189,polymer_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_permutation
ret_pe_x_fg_any,0.0623000965104147,0.0213530881709702,polymer_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_permutation
ret_pa_x_fg_any,0.0003093721903472,0.0001060359779222,polymer_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_permutation
null_random_normal,0.0,0.0,null_feature,,random_noise,random_cv,random_cv_15,lightgbm,lightgbm_permutation
null_random_uniform,0.0,0.0,null_feature,,random_noise,random_cv,random_cv_15,lightgbm,lightgbm_permutation
null_random_binary,0.0,0.0,null_feature,,random_noise,random_cv,random_cv_15,lightgbm,lightgbm_permutation
null_perm_ph,0.0051672851814689,0.001771064609282,null_feature,,permuted_real,random_cv,random_cv_15,lightgbm,lightgbm_permutation
null_perm_ce,0.0173533512187351,0.005947785948831,null_feature,,permuted_real,random_cv,random_cv_15,lightgbm,lightgbm_permutation
null_study_random_effect,0.1515718081468652,0.0519505805749811,null_feature,,group_aware_random,random_cv,random_cv_15,lightgbm,lightgbm_permutation
null_exp_random_effect,0.1358521414217498,0.0465627329085888,null_feature,,group_aware_random,random_cv,random_cv_15,lightgbm,lightgbm_permutation
num__ph,43.0,0.0028801071667782,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__temp,67.0,0.0044876088412592,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__ce,458.0,0.0306764902880107,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__rpm,293.0,0.0196249162759544,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__sa,711.0,0.0476222371064969,surface_area_porosity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__fg_complexing,8.0,0.0005358338914936,surface_functionality,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__fg_polar,12.0,0.0008037508372404,surface_functionality,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__fg_any,4.0,0.0002679169457468,surface_functionality,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__ags_aged,129.0,0.0086403215003348,aging_state,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__ags_virgin,6.0,0.0004018754186202,aging_state,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__ph_missing,71.0,0.004755525787006,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__temp_missing,57.0,0.0038178164768921,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__rpm_missing,160.0,0.0107166778298727,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__sa_missing,56.0,0.0037508372404554,surface_area_porosity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__metal_cd,32.0,0.0021433355659745,metal_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__metal_cr,18.0,0.0012056262558606,metal_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__metal_hg,9.0,0.0006028131279303,metal_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__ret_other,148.0,0.0099129269926322,polymer_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__ret_pa,68.0,0.0045545880776959,polymer_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__ret_pe,34.0,0.0022772940388479,polymer_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__ret_pet,9.0,0.0006028131279303,polymer_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__ret_pla,166.0,0.0111185532484929,polymer_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__ret_pp,71.0,0.004755525787006,polymer_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__ret_ps,86.0,0.0057602143335565,polymer_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__ret_pvc,6.0,0.0004018754186202,polymer_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__ce_log1p,45.0,0.0030140656396517,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__rpm_log1p,50.0,0.0033489618218352,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__sa_log1p,309.0,0.0206965840589417,surface_area_porosity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__temp_log1p,41.0,0.0027461486939048,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__ph_x_temp,81.0,0.005425318151373,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__ph_x_ce_log,900.0,0.0602813127930341,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__temp_x_ce_log,939.0,0.0628935030140656,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__ce_log_x_rpm_log,470.0,0.0314802411252511,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__ce_over_rpm,689.0,0.0461486939048894,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__ce_over_sa,862.0,0.0577361018084393,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__cd_x_ph,201.0,0.0134628265237776,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__cd_x_ce_log,321.0,0.0215003348961821,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__cd_x_sa_log,314.0,0.0210314802411252,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__cr_x_ph,0.0,0.0,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__cr_x_ce_log,384.0,0.0257200267916945,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__cr_x_sa_log,348.0,0.0233087742799732,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__hg_x_ph,125.0,0.008372404554588,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__hg_x_ce_log,649.0,0.0434695244474213,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__hg_x_sa_log,16.0,0.0010716677829872,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__aged_x_fg_any,1.0,6.697923643670462e-05,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__aged_x_fg_complexing,114.0,0.0076356329537843,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__ret_ps_x_fg_any,23.0,0.0015405224380442,polymer_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__ret_pe_x_fg_any,42.0,0.0028131279303415,polymer_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__ret_pa_x_fg_any,6.0,0.0004018754186202,polymer_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__null_random_normal,1014.0,0.0679169457468184,null_feature,real,random_noise,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__null_random_uniform,903.0,0.0604822505023442,null_feature,real,random_noise,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__null_random_binary,105.0,0.0070328198258539,null_feature,real,random_noise,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__null_perm_ph,594.0,0.0397856664434025,null_feature,real,permuted_real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__null_perm_ce,839.0,0.0561955793703951,null_feature,real,permuted_real,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__null_study_random_effect,542.0,0.0363027461486939,null_feature,real,group_aware_random,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
num__null_exp_random_effect,1281.0,0.0858004018754186,null_feature,real,group_aware_random,random_cv,random_cv_15,lightgbm,lightgbm_builtin_gain
ph,0.0017564691272665,0.00233831653633,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
temp,0.0008265497103859,0.0011003523067337,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
ce,0.0204236728891687,0.0271892123282916,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
rpm,0.017267745296901,0.0229878531572688,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
sa,0.0356809660596502,0.0475006316218906,surface_area_porosity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
fg_complexing,0.0005119383135712,0.0006815228378466,surface_functionality,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
fg_polar,0.0022329578302329,0.0029726467367445,surface_functionality,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
fg_any,8.857280802533076e-05,0.0001179134084736,surface_functionality,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
ags_aged,0.0256293246743796,0.0341192866818772,aging_state,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
ags_virgin,0.0002336417387188,0.0003110378273903,aging_state,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
ph_missing,0.0021401349418951,0.0028490753676946,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
temp_missing,0.0027711289237753,0.0036890922169809,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
rpm_missing,0.0493507298701764,0.0656986370805023,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
sa_missing,0.0112975589430878,0.0150399847550392,surface_area_porosity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
metal_cd,0.001001684747334,0.0013335025207792,metal_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
metal_cr,0.0007416132005348,0.0009872797554204,metal_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
metal_hg,0.000626636223092,0.0008342155406966,metal_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
ret_other,0.0594992585577417,0.0792089641800078,polymer_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
ret_pa,0.018597270483367,0.0247577964376376,polymer_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
ret_pe,0.0010394371878763,0.0013837608228674,polymer_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
ret_pet,0.0001779057591059,0.0002368387647513,polymer_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
ret_pla,0.0151599001601931,0.0201817639054427,polymer_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
ret_pp,0.0269056537355485,0.0358184121052624,polymer_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
ret_ps,0.0022293804906222,0.0029678843687427,polymer_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
ret_pvc,0.00055283805679,0.0007359710171031,polymer_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
ce_log1p,0.0009635531190708,0.0012827394213652,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
rpm_log1p,0.0041065174270123,0.0054668410945849,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
sa_log1p,0.0189106505622221,0.0251749867025662,surface_area_porosity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
temp_log1p,0.0021576615887657,0.0028724078860792,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
ph_x_temp,0.0018872105313401,0.0025123672966779,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
ph_x_ce_log,0.0390589582447289,0.0519976164326942,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
temp_x_ce_log,0.0547674834723205,0.0729097427723116,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
ce_log_x_rpm_log,0.0188760910326561,0.0251289789941371,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
ce_over_rpm,0.0118082999232035,0.0157199136311274,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
ce_over_sa,0.0123054602383242,0.016381763115418,solution_chemistry,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
cd_x_ph,0.0142511632835263,0.0189719991376498,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
cd_x_ce_log,0.0064993102012716,0.0086522696484979,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
cd_x_sa_log,0.012564578977763,0.0167267174467508,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
cr_x_ph,0.0,0.0,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
cr_x_ce_log,0.0451119921072513,0.0600557763832357,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
cr_x_sa_log,0.0047723461231244,0.0063532319945519,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
hg_x_ph,0.002979953184788,0.0039670915368283,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
hg_x_ce_log,0.0577965731829851,0.0769422477850794,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
hg_x_sa_log,0.0009613607039575,0.001279820747513,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
aged_x_fg_any,0.0001247568277342,0.000166083735138,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
aged_x_fg_complexing,0.035536681639495,0.0473085515902256,other,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
ret_ps_x_fg_any,0.0007544322811867,0.0010043452806856,polymer_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
ret_pe_x_fg_any,0.0083573068560917,0.0111257456891347,polymer_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
ret_pa_x_fg_any,0.0015538951517079,0.0020686379695248,polymer_identity,real,real,random_cv,random_cv_15,lightgbm,lightgbm_shap
null_random_normal,0.0054563025579004,0.0072637556221746,null_feature,,random_noise,random_cv,random_cv_15,lightgbm,lightgbm_shap
null_random_uniform,0.0049171374463368,0.0065459868458208,null_feature,,random_noise,random_cv,random_cv_15,lightgbm,lightgbm_shap
null_random_binary,0.0007844577294797,0.0010443169495093,null_feature,,random_noise,random_cv,random_cv_15,lightgbm,lightgbm_shap
null_perm_ph,0.0043604038568718,0.0058048298631175,null_feature,,permuted_real,random_cv,random_cv_15,lightgbm,lightgbm_shap
null_perm_ce,0.0096499120436607,0.0128465388634174,null_feature,,permuted_real,random_cv,random_cv_15,lightgbm,lightgbm_shap
null_study_random_effect,0.053220674190598,0.0708505379358284,null_feature,,group_aware_random,random_cv,random_cv_15,lightgbm,lightgbm_shap
null_exp_random_effect,0.0199301501082064,0.0265322053465772,null_feature,,group_aware_random,random_cv,random_cv_15,lightgbm,lightgbm_shap
num__ph,0.0,0.0,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__temp,0.0,0.0,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__ce,0.0,0.0,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__rpm,0.0,0.0,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__sa,0.0,0.0,surface_area_porosity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__fg_complexing,0.0,0.0,surface_functionality,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__fg_polar,0.0,0.0,surface_functionality,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__fg_any,0.0,0.0,surface_functionality,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__ags_aged,0.0,0.0,aging_state,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__ags_virgin,0.0,0.0,aging_state,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__ph_missing,0.0,0.0,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__temp_missing,0.0,0.0,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__rpm_missing,0.0,0.0,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__sa_missing,0.0,0.0,surface_area_porosity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__metal_cd,0.0,0.0,metal_identity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__metal_cr,0.0,0.0,metal_identity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__metal_hg,0.0,0.0,metal_identity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__ret_other,0.0,0.0,polymer_identity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__ret_pa,0.0,0.0,polymer_identity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__ret_pe,0.0,0.0,polymer_identity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__ret_pet,0.0,0.0,polymer_identity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__ret_pla,0.0,0.0,polymer_identity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__ret_pp,0.0,0.0,polymer_identity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__ret_ps,0.0,0.0,polymer_identity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__ret_pvc,0.0,0.0,polymer_identity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__ce_log1p,0.0,0.0,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__rpm_log1p,0.0,0.0,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__sa_log1p,0.0,0.0,surface_area_porosity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__temp_log1p,0.0,0.0,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__ph_x_temp,0.0,0.0,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__ph_x_ce_log,0.0,0.0,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__temp_x_ce_log,0.0,0.0,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__ce_log_x_rpm_log,0.0,0.0,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__ce_over_rpm,0.016151864115983,1.0,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__ce_over_sa,0.0,0.0,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__cd_x_ph,0.0,0.0,other,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__cd_x_ce_log,0.0,0.0,other,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__cd_x_sa_log,0.0,0.0,other,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__cr_x_ph,0.0,0.0,other,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__cr_x_ce_log,0.0,0.0,other,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__cr_x_sa_log,0.0,0.0,other,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__hg_x_ph,0.0,0.0,other,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__hg_x_ce_log,0.0,0.0,other,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__hg_x_sa_log,0.0,0.0,other,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__aged_x_fg_any,0.0,0.0,other,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__aged_x_fg_complexing,0.0,0.0,other,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__ret_ps_x_fg_any,0.0,0.0,polymer_identity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__ret_pe_x_fg_any,0.0,0.0,polymer_identity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__ret_pa_x_fg_any,0.0,0.0,polymer_identity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__null_random_normal,0.0,0.0,null_feature,real,random_noise,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__null_random_uniform,0.0,0.0,null_feature,real,random_noise,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__null_random_binary,0.0,0.0,null_feature,real,random_noise,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__null_perm_ph,0.0,0.0,null_feature,real,permuted_real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__null_perm_ce,0.0,0.0,null_feature,real,permuted_real,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__null_study_random_effect,0.0,0.0,null_feature,real,group_aware_random,group_exp,group_exp_01,elastic_net,elastic_net_coef
num__null_exp_random_effect,0.0,0.0,null_feature,real,group_aware_random,group_exp,group_exp_01,elastic_net,elastic_net_coef
ph,6.084444357234985e-08,1.1189207403905703e-06,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
temp,6.661199839714804e-05,0.0012249852605982,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
ce,0.0002536305936402,0.004664230864142,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
rpm,0.0,0.0,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
sa,6.433675121764182e-06,0.0001183143785696,surface_area_porosity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
fg_complexing,0.0,0.0,surface_functionality,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
fg_polar,0.0,0.0,surface_functionality,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
fg_any,0.0,0.0,surface_functionality,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
ags_aged,5.665087855710737e-07,1.0418016709039448e-05,aging_state,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
ags_virgin,5.665087855710737e-07,1.0418016709039448e-05,aging_state,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
ph_missing,1.4109804926665249e-07,2.5947732362015354e-06,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
temp_missing,3.100145433698742e-07,5.701123751535154e-06,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
rpm_missing,1.5290245090060494e-07,2.811854518248662e-06,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
sa_missing,3.409474871096663e-07,6.269976226463807e-06,surface_area_porosity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
metal_cd,2.8551384908315213e-06,5.2505594373298016e-05,metal_identity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
metal_cr,0.0,0.0,metal_identity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
metal_hg,0.0,0.0,metal_identity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
ret_other,1.0274254110154146e-06,1.889420847809152e-05,polymer_identity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
ret_pa,3.027127749577474e-07,5.566845259726081e-06,polymer_identity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
ret_pe,4.173731136258852e-08,7.675432724798881e-07,polymer_identity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
ret_pet,0.0,0.0,polymer_identity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
ret_pla,1.1283146461593676e-08,2.0749547290590919e-07,polymer_identity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
ret_pp,0.0,0.0,polymer_identity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
ret_ps,2.849923852243919e-07,5.240969790475079e-06,polymer_identity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
ret_pvc,0.0,0.0,polymer_identity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
ce_log1p,1.860406433662476e-05,0.0003421261206383,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
rpm_log1p,0.0,0.0,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
sa_log1p,0.0,0.0,surface_area_porosity,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
temp_log1p,1.695456571582099e-07,3.1179207352252123e-06,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
ph_x_temp,1.344686908533177e-06,2.472860269484326e-05,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
ph_x_ce_log,4.863885567840676e-06,8.94461699575226e-05,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
temp_x_ce_log,0.0003383159616979,0.0062215828450936,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
ce_log_x_rpm_log,0.0002429408205793,0.0044676474444292,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
ce_over_rpm,0.0533214660295219,0.9805742438505318,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
ce_over_sa,5.8001614762215326e-06,0.000106664151931,solution_chemistry,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
cd_x_ph,0.0,0.0,other,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
cd_x_ce_log,2.2468219884608234e-07,4.1318739645716255e-06,other,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
cd_x_sa_log,0.0,0.0,other,real,real,group_exp,group_exp_01,elastic_net,elastic_net_permutation
